@relation df_subset
@attribute gender {'female','male'}
@attribute age numeric
@attribute d_age numeric
@attribute samerace {'0','1'}
@attribute importance_same_race numeric
@attribute field {'Acting','African-American Studies/History','American Studies','American Studies [Masters]','anthropology','Anthropology','Anthropology/Education','Applied Maths/Econs','Applied Physiology & Nutrition','Architecture','art education','Art Education','art history','Art History','Art History/medicine','Arts Administration','bilingual education','Bilingual Education','Biochemistry','Biochemistry & Molecular Biophysics','biochemistry/genetics','biology','Biology','Biology PhD','biomedical engineering','Biomedical engineering','Biomedical Engineering','biomedical informatics','Biomedical Informatics','biomedicine','biotechnology','Biotechnology','business','Business','Business- MBA','Business & International Affairs','Business [Finance & Marketing]','Business [MBA]','Business Administration','Business and International Affairs [MBA/MIA Dual Degree]','BUSINESS CONSULTING','business school','Business School','Business/ Finance/ Real Estate','Business/Law','Business; marketing','Business; Media','Cell Biology','chemistry','Chemistry','Classics','Climate-Earth and Environ. Science','climate change','Climate Dynamics','Clinical Psychology','Cognitive Studies in Education','Communications','Communications in Education','Comparative Literature','Computational Biochemsistry','Computer Science','Conservation biology','Consulting','Counseling Psychology','Creative Writing','Creative Writing - Nonfiction','Creative Writing [Nonfiction]','Curriculum and Teaching/Giftedness','Early Childhood Education','Earth and Environmental Science','Ecology','Economics','Economics and Political Science','Economics; English','Economics; Sociology','Ed.D. in higher education policy at TC','education','Education','EDUCATION','Education- Literacy Specialist','Education Administration','Education Leadership - Public School Administration','Education Policy','Educational Psychology','Electrical Engg.','electrical engineering','Electrical Engineering','ELECTRICAL ENGINEERING','elementary education','Elementary Education','Elementary Education - Preservice','Elementary/Childhood Education [MA]','engineering','Engineering','English','English and Comp Lit','English Education','Environmental Engineering','epidemiology','Epidemiology','film','Film','Finanace','Finance','Finance&Economics','Finance/Economics','Financial Engineering','financial math','french','Fundraising Management','General management/finance','genetics','Genetics','Genetics & Development','German Literature','GS Postbacc PreMed','GSAS','Health policy','Higher Ed. - M.A.','History','History [GSAS - PhD]','History of Religion','Human Rights','Human Rights: Middle East','Industrial Engineering','Industrial Engineering/Operations Research','Instructional Media and Technology','Instructional Tech & Media','Intellectual Property Law','International affairs','International Affairs','international affairs - economic development','International Affairs - Economic Policy','International Affairs and Public Health','International Affairs/Business','International Affairs/Finance','international affairs/international finance','International Business','International Development','International Educational Development','international finance and business','International Finance; Economic Policy','International Politics','International Relations','International Security Policy - SIPA','Intrernational Affairs','Japanese Literature','journalism','Journalism','law','Law','LAW','Law and English Literature [J.D./Ph.D.]','Law and Social Work','Law/Business','MA Biotechnology','MA in Quantitative Methods','MA Science Education','MA Teaching Social Studies','marine geophysics','Marketing','Master in Public Administration','Master of International Affairs','Masters in Public Administration','Masters of Industrial Engineering','Masters of Social Work','Masters of Social Work&Education','math','Math','math education','math of finance','Mathematical Finance','Mathematics','Mathematics; PhD','MBA','MBA - Private Equity / Real Estate','MBA / Master of International Affairs [SIPA]','MBA Finance','Mechanical Engineering','medical informatics','Medical Informatics','medicine','Medicine','medicine and biochemistry','MFA -Film','MFA  Poetry','MFA Acting Program','MFA Creative Writing','MFA Writing','microbiology','Microbiology','Modern Chinese Literature','Molecular Biology','money','Museum Anthropology','music education','Music Education','Neurobiology','Neuroscience','Neuroscience and Education','Neurosciences/Stem cells','Nonfiction writing','NonFiction Writing','nutrition','Nutrition','Nutrition/Genetics','Nutritiron','Operations Research','Operations Research [SEAS]','Organizational Psychology','philosophy','Philosophy','Philosophy [Ph.D.]','Philosophy and Physics','physics','Physics','physics [astrophysics]','Polish','political science','Political Science','psychology','Psychology','psychology and english','Public Administration','Public Health','Public Policy','QMSS','Religion','Religion; GSAS','School Psychology','SIPA-International Affairs','SIPA - Energy','SIPA / MIA','SOA -- writing','Social Studies Education','social work','Social work','Social Work','Social Work/SIPA','sociology','Sociology','Sociology and Education','Sociomedical Sciences- School of Public Health','Speech Language Pathology','Speech Languahe Pathology','speech pathology','Speech Pathology','Statistics','Stats','TC [Health Ed]','teaching of English','TESOL','Theater','Theatre Management & Producing','theory','Undergrad - GS','Urban Planning','working','Writing: Literary Nonfiction'}
@attribute pref_o_attractive numeric
@attribute pref_o_sincere numeric
@attribute pref_o_intelligence numeric
@attribute pref_o_funny numeric
@attribute pref_o_ambitious numeric
@attribute pref_o_shared_interests numeric
@attribute attractive_o numeric
@attribute sinsere_o numeric
@attribute intelligence_o numeric
@attribute funny_o numeric
@attribute ambitous_o numeric
@attribute shared_interests_o numeric
@attribute d_attractive_o {'[0-5]','[6-8]','[9-10]'}
@attribute d_sinsere_o {'[0-5]','[6-8]','[9-10]'}
@attribute d_intelligence_o {'[0-5]','[6-8]','[9-10]'}
@attribute d_funny_o {'[0-5]','[6-8]','[9-10]'}
@attribute d_ambitous_o {'[0-5]','[6-8]','[9-10]'}
@attribute d_shared_interests_o {'[0-5]','[6-8]','[9-10]'}
@attribute attractive_important numeric
@attribute sincere_important numeric
@attribute intellicence_important numeric
@attribute funny_important numeric
@attribute ambtition_important numeric
@attribute shared_interests_important numeric
@attribute d_attractive_important {'[0-15]','[16-20]','[21-100]'}
@attribute d_sincere_important {'[0-15]','[16-20]','[21-100]'}
@attribute d_intellicence_important {'[0-15]','[16-20]','[21-100]'}
@attribute d_funny_important {'[0-15]','[16-20]','[21-100]'}
@attribute d_ambtition_important {'[0-15]','[16-20]','[21-100]'}
@attribute d_shared_interests_important {'[0-15]','[16-20]','[21-100]'}
@attribute attractive numeric
@attribute sincere numeric
@attribute intelligence numeric
@attribute funny numeric
@attribute ambition numeric
@attribute d_attractive {'[0-5]','[6-8]','[9-10]'}
@attribute d_sincere {'[0-5]','[6-8]','[9-10]'}
@attribute d_intelligence {'[0-5]','[6-8]','[9-10]'}
@attribute d_funny {'[0-5]','[6-8]','[9-10]'}
@attribute d_ambition {'[0-5]','[6-8]','[9-10]'}
@attribute attractive_partner numeric
@attribute sincere_partner numeric
@attribute intelligence_partner numeric
@attribute funny_partner numeric
@attribute ambition_partner numeric
@attribute shared_interests_partner numeric
@attribute d_attractive_partner {'[0-5]','[6-8]','[9-10]'}
@attribute d_sincere_partner {'[0-5]','[6-8]','[9-10]'}
@attribute d_intelligence_partner {'[0-5]','[6-8]','[9-10]'}
@attribute d_funny_partner {'[0-5]','[6-8]','[9-10]'}
@attribute d_ambition_partner {'[0-5]','[6-8]','[9-10]'}
@attribute d_shared_interests_partner {'[0-5]','[6-8]','[9-10]'}
@attribute like numeric
@attribute guess_prob_liked numeric
@attribute d_like {'[0-5]','[6-8]','[9-10]'}
@attribute d_guess_prob_liked {'[0-4]','[5-6]','[7-10]'}
@attribute met numeric
@attribute match {'0','1'}
@data
'male',29,7,'0',1,'Math',20,20,10,15,5,30,9,8,7,8,8,7,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',30,20,20,20,10,0,'[21-100]','[16-20]','[16-20]','[16-20]','[0-15]','[0-15]',7,8,8,8,8,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',4,9,8,4,8,4,'[0-5]','[9-10]','[6-8]','[0-5]','[6-8]','[0-5]',2,4,'[0-5]','[0-4]',0,'0'
'male',22,6,'1',7,'Electrical Engineering',10,20,30,10,10,20,5,4,5,6,6,7,'[0-5]','[0-5]','[0-5]','[6-8]','[6-8]','[6-8]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',7,8,9,8,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',7,6,'[6-8]','[5-6]',?,'1'
'male',22,4,'0',7,'Electrical Engineering',25,25,25,12,3,10,?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',?,?,'[0-5]','[0-4]',?,'0'
'male',22,1,'1',7,'Electrical Engineering',20,10,10,30,15,15,4,4,7,5,3,3,'[0-5]','[0-5]','[6-8]','[0-5]','[0-5]','[0-5]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',5,7,8,4,6,6,'[0-5]','[6-8]','[6-8]','[0-5]','[6-8]','[6-8]',5,1,'[0-5]','[0-4]',0,'0'
'male',22,22,'0',7,'Electrical Engineering',20,20,20,20,5,15,7,7,8,6,8,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',9,8,9,8,8,7,'[9-10]','[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',8,4,'[6-8]','[0-4]',0,'0'
'male',22,1,'0',7,'Electrical Engineering',20,20,20,20,5,15,6,5,7,7,7,6,'[6-8]','[0-5]','[6-8]','[6-8]','[6-8]','[6-8]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',8,8,8,8,8,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,5,'[6-8]','[5-6]',?,'1'
'male',22,1,'0',7,'Electrical Engineering',20,20,20,15,5,20,9,7,6,6,6,2,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',6,8,7,4,5,5,'[6-8]','[6-8]','[6-8]','[0-5]','[0-5]','[0-5]',7,1,'[6-8]','[0-4]',0,'0'
'male',22,1,'0',7,'Electrical Engineering',20,20,20,15,10,15,6,5,8,8,8,?,'[6-8]','[0-5]','[6-8]','[6-8]','[6-8]','[0-5]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',6,8,9,8,?,5,'[6-8]','[6-8]','[9-10]','[6-8]','[0-5]','[0-5]',8,3,'[6-8]','[0-4]',?,'0'
'male',22,5,'1',7,'Electrical Engineering',58,5,8,10,7,12,7,8,8,7,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',8,8,8,6,6,4,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]',7,6,'[6-8]','[5-6]',0,'0'
'male',22,8,'0',7,'Electrical Engineering',15,20,20,20,5,10,5,4,6,5,4,3,'[0-5]','[0-5]','[6-8]','[0-5]','[0-5]','[0-5]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',7,8,7,8,7,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',6,1,'[6-8]','[0-4]',0,'0'
'male',22,1,'0',7,'Electrical Engineering',20,25,25,30,5,5,6,9,6,5,?,7,'[6-8]','[9-10]','[6-8]','[0-5]','[0-5]','[6-8]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',8,8,8,8,5,7,'[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[6-8]',8,3,'[6-8]','[0-4]',0,'0'
'male',22,4,'0',7,'Electrical Engineering',40,5,30,15,5,5,6,6,6,?,?,?,'[6-8]','[6-8]','[6-8]','[0-5]','[0-5]','[0-5]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',7,9,8,8,6,6,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]','[6-8]',8,3,'[6-8]','[0-4]',0,'0'
'male',22,6,'0',7,'Electrical Engineering',25,15,25,15,10,10,9,8,8,8,6,6,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',6,8,8,?,?,?,'[6-8]','[6-8]','[6-8]','[0-5]','[0-5]','[0-5]',?,?,'[0-5]','[0-4]',?,'0'
'male',22,4,'0',7,'Electrical Engineering',10,30,20,15,15,10,8,8,8,8,8,8,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',6,7,7,8,6,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,4,'[6-8]','[0-4]',0,'0'
'male',22,0,'0',7,'Electrical Engineering',10,20,15,20,15,20,6,8,9,9,7,7,'[6-8]','[6-8]','[9-10]','[9-10]','[6-8]','[6-8]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',7,9,9,8,9,8,'[6-8]','[9-10]','[9-10]','[6-8]','[9-10]','[6-8]',8,5,'[6-8]','[5-6]',0,'0'
'male',22,5,'1',7,'Electrical Engineering',10,25,20,20,5,20,4,2,6,4,6,8,'[0-5]','[0-5]','[6-8]','[0-5]','[6-8]','[6-8]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',4,8,8,4,5,7,'[0-5]','[6-8]','[6-8]','[0-5]','[0-5]','[6-8]',4,7,'[0-5]','[7-10]',0,'0'
'male',22,3,'1',7,'Electrical Engineering',15,20,25,20,10,10,6,6,7,7,7,5,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',7,9,9,9,9,5,'[6-8]','[9-10]','[9-10]','[9-10]','[9-10]','[0-5]',8,6,'[6-8]','[5-6]',0,'0'
'male',22,2,'0',7,'Electrical Engineering',10,15,30,20,15,10,8,8,8,8,9,9,'[6-8]','[6-8]','[6-8]','[6-8]','[9-10]','[9-10]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',5,8,7,8,5,4,'[0-5]','[6-8]','[6-8]','[6-8]','[0-5]','[0-5]',7,1,'[6-8]','[0-4]',0,'0'
'male',22,4,'0',7,'Electrical Engineering',10,10,30,20,10,15,4,5,7,8,6,5,'[0-5]','[0-5]','[6-8]','[6-8]','[6-8]','[0-5]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',6,8,7,8,4,2,'[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[0-5]',7,1,'[6-8]','[0-4]',0,'0'
'male',22,2,'0',7,'Electrical Engineering',50,20,10,5,10,5,5,5,8,6,8,3,'[0-5]','[0-5]','[6-8]','[6-8]','[6-8]','[0-5]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',5,7,7,7,4,2,'[0-5]','[6-8]','[6-8]','[6-8]','[0-5]','[0-5]',6,1,'[6-8]','[0-4]',0,'0'
'male',22,7,'0',7,'Electrical Engineering',40,10,30,10,10,?,2,2,2,4,1,1,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',?,?,'[0-5]','[0-4]',?,'0'
'male',22,0,'1',7,'Electrical Engineering',10,25,25,10,10,20,6,5,6,5,6,?,'[6-8]','[0-5]','[6-8]','[0-5]','[6-8]','[0-5]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',4,8,8,4,5,2,'[0-5]','[6-8]','[6-8]','[0-5]','[0-5]','[0-5]',4,4,'[0-5]','[0-4]',0,'0'
'male',22,0,'1',7,'Electrical Engineering',20,20,10,15,5,30,7,8,7,8,8,8,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',20,5,25,25,5,20,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[16-20]',7,9,9,9,7,'[6-8]','[9-10]','[9-10]','[9-10]','[6-8]',4,7,6,4,4,2,'[0-5]','[6-8]','[6-8]','[0-5]','[0-5]','[0-5]',5,4,'[0-5]','[0-4]',0,'0'
'male',32,4,'0',1,'Biomedical engineering',10,20,30,10,10,20,6,5,6,7,7,6,'[6-8]','[0-5]','[6-8]','[6-8]','[6-8]','[6-8]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',7,7,9,8,7,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',8,10,'[6-8]','[7-10]',0,'1'
'male',32,6,'0',1,'Biomedical engineering',25,25,25,12,3,10,7,8,8,8,?,6,'[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[6-8]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',8,5,5,8,6,5,'[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',6,5,'[6-8]','[5-6]',0,'1'
'male',32,9,'0',1,'Biomedical engineering',20,10,10,30,15,15,4,3,5,4,2,2,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',5,7,7,5,6,3,'[0-5]','[6-8]','[6-8]','[0-5]','[6-8]','[0-5]',5,3,'[0-5]','[0-4]',0,'0'
'male',32,32,'1',1,'Biomedical engineering',20,20,20,20,5,15,?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',?,?,'[0-5]','[0-4]',?,'0'
'male',32,9,'1',1,'Biomedical engineering',20,20,20,20,5,15,6,4,4,4,?,?,'[6-8]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',8,5,6,7,7,6,'[6-8]','[0-5]','[6-8]','[6-8]','[6-8]','[6-8]',5,5,'[0-5]','[5-6]',0,'0'
'male',32,9,'1',1,'Biomedical engineering',20,20,20,15,5,20,7,7,7,?,10,5,'[6-8]','[6-8]','[6-8]','[0-5]','[9-10]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',3,7,6,7,5,5,'[0-5]','[6-8]','[6-8]','[6-8]','[0-5]','[0-5]',6,7,'[6-8]','[7-10]',0,'0'
'male',32,9,'1',1,'Biomedical engineering',20,20,20,15,10,15,4,5,8,8,8,6,'[0-5]','[0-5]','[6-8]','[6-8]','[6-8]','[6-8]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',5,4,7,4,7,4,'[0-5]','[0-5]','[6-8]','[0-5]','[6-8]','[0-5]',4,3,'[0-5]','[0-4]',0,'0'
'male',32,5,'0',1,'Biomedical engineering',58,5,8,10,7,12,6,8,7,8,7,8,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',6,3,5,6,5,4,'[6-8]','[0-5]','[0-5]','[6-8]','[0-5]','[0-5]',5,4,'[0-5]','[0-4]',0,'0'
'male',32,2,'0',1,'Biomedical engineering',15,20,20,20,5,10,6,7,7,7,8,5,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',3,4,5,4,5,6,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[6-8]',5,5,'[0-5]','[5-6]',0,'0'
'male',32,9,'1',1,'Biomedical engineering',20,25,25,30,5,5,2,2,5,6,?,?,'[0-5]','[0-5]','[0-5]','[6-8]','[0-5]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',6,6,6,6,6,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',6,8,'[6-8]','[7-10]',0,'0'
'male',32,6,'1',1,'Biomedical engineering',40,5,30,15,5,5,5,7,6,?,?,?,'[0-5]','[6-8]','[6-8]','[0-5]','[0-5]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',5,5,5,5,5,5,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',6,10,'[6-8]','[7-10]',0,'0'
'male',32,4,'0',1,'Biomedical engineering',25,15,25,15,10,10,?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',4,5,5,4,4,5,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',4,4,'[0-5]','[0-4]',0,'0'
'male',32,6,'1',1,'Biomedical engineering',10,30,20,15,15,10,8,9,9,10,10,8,'[6-8]','[9-10]','[9-10]','[9-10]','[9-10]','[6-8]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',7,7,6,6,6,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',6,6,'[6-8]','[5-6]',0,'1'
'male',32,10,'1',1,'Biomedical engineering',10,20,15,20,15,20,8,9,7,9,?,7,'[6-8]','[9-10]','[6-8]','[9-10]','[0-5]','[6-8]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',6,6,6,6,5,5,'[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[0-5]',5,8,'[0-5]','[7-10]',0,'0'
'male',32,5,'0',1,'Biomedical engineering',10,25,20,20,5,20,5,1,6,8,2,2,'[0-5]','[0-5]','[6-8]','[6-8]','[0-5]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',4,6,5,6,5,5,'[0-5]','[6-8]','[0-5]','[6-8]','[0-5]','[0-5]',6,9,'[6-8]','[7-10]',0,'0'
'male',32,7,'0',1,'Biomedical engineering',15,20,25,20,10,10,4,9,9,7,8,4,'[0-5]','[9-10]','[9-10]','[6-8]','[6-8]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',7,7,6,7,6,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',6,6,'[6-8]','[5-6]',0,'1'
'male',32,8,'1',1,'Biomedical engineering',10,15,30,20,15,10,7,7,8,9,8,8,'[6-8]','[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',3,5,7,5,5,4,'[0-5]','[0-5]','[6-8]','[0-5]','[0-5]','[0-5]',5,5,'[0-5]','[5-6]',0,'0'
'male',32,6,'0',1,'Biomedical engineering',10,10,30,20,10,15,5,7,9,9,9,4,'[0-5]','[6-8]','[9-10]','[9-10]','[9-10]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',3,6,5,6,5,4,'[0-5]','[6-8]','[0-5]','[6-8]','[0-5]','[0-5]',4,6,'[0-5]','[5-6]',0,'0'
'male',32,8,'0',1,'Biomedical engineering',50,20,10,5,10,5,6,6,8,9,8,5,'[6-8]','[6-8]','[6-8]','[9-10]','[6-8]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',4,4,5,3,4,3,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',4,3,'[0-5]','[0-4]',0,'0'
'male',32,3,'0',1,'Biomedical engineering',40,10,30,10,10,?,2,4,3,6,1,2,'[0-5]','[0-5]','[0-5]','[6-8]','[0-5]','[0-5]',50,0,10,30,0,10,'[21-100]','[0-15]','[0-15]','[21-100]','[0-15]','[0-15]',7,8,9,8,8,'[6-8]','[6-8]','[9-10]','[6-8]','[6-8]',?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',?,?,'[0-5]','[0-4]',?,'0'
