@relation fact
@attribute cap.diameter numeric
@attribute habitat {'d','g','h','l','m','p','u','w'}
@attribute class {'e','p'}
@data
1.26,'g','e'
1.36,'d','e'
1.59,'d','e'
1.59,'g','e'
1.45,'d','e'
1.42,'g','e'
1.48,'d','e'
1.56,'d','e'
1.29,'g','e'
1.41,'d','e'
1.76,'g','e'
1.6,'d','e'
1.65,'g','e'
1.5,'d','e'
1.66,'g','e'
1.69,'d','e'
1.56,'d','e'
1.58,'g','e'
1.58,'g','e'
1.23,'d','e'
1.6,'d','e'
1.09,'d','e'
1.57,'g','e'
1.51,'g','e'
1.69,'g','e'
1.37,'g','e'
1.47,'d','e'
1.39,'d','e'
1.59,'d','e'
1.63,'g','e'
1.23,'g','e'
1.17,'d','e'
1.55,'g','e'
1.25,'d','e'
1.24,'g','e'
1.56,'g','e'
1.52,'g','e'
1.72,'g','e'
1.54,'d','e'
1.64,'d','e'
1.63,'d','e'
1.44,'d','e'
1.28,'d','e'
1.83,'d','e'
1.78,'d','e'
1.51,'d','e'
1.64,'d','e'
1.55,'g','e'
1.68,'g','e'
1.89,'d','e'
1.44,'d','e'
4.25,'d','e'
4.82,'d','e'
4.43,'d','e'
5.06,'d','e'
4.68,'d','e'
4.67,'d','e'
4.22,'d','e'
4.62,'d','e'
4.9,'d','e'
5.1,'d','e'
4.77,'d','e'
4.12,'d','e'
4.83,'d','e'
4.47,'d','e'
3.85,'d','e'
4.45,'d','e'
4.99,'d','e'
4.5,'d','e'
4.95,'d','e'
4.21,'d','e'
4.75,'d','e'
5.71,'d','e'
4.39,'d','e'
4.18,'d','e'
5.15,'d','e'
4.1,'d','e'
4.84,'d','e'
4.13,'d','e'
5.16,'d','e'
4.65,'d','e'
4.79,'d','e'
4.04,'d','e'
4.86,'d','e'
5.33,'d','e'
4.21,'d','e'
4.99,'d','e'
4.43,'d','e'
4.48,'d','e'
4.91,'d','e'
4.71,'d','e'
4.14,'d','e'
3.44,'d','e'
4.64,'d','e'
4.59,'d','e'
4.77,'d','e'
4.5,'d','e'
4.93,'d','e'
5.12,'d','e'
5.15,'d','e'
4.74,'d','e'
4.88,'d','e'
3.84,'d','e'
4.12,'d','e'
4.65,'d','e'
3.6,'d','e'
4.45,'d','e'
3.21,'d','e'
4.43,'d','e'
5.31,'d','e'
3.72,'d','e'
3.95,'d','e'
4.97,'d','e'
4.33,'d','e'
3.96,'d','e'
3.78,'d','e'
4.65,'d','e'
4.15,'d','e'
4.74,'d','e'
5.04,'d','e'
4.5,'d','e'
4.21,'d','e'
4.88,'d','e'
3.83,'d','e'
4.98,'d','e'
3.85,'d','e'
4.64,'d','e'
4.87,'d','e'
4.09,'d','e'
4.84,'d','e'
3.87,'d','e'
5.1,'d','e'
4.39,'d','e'
4.7,'d','e'
4.6,'d','e'
5.05,'d','e'
4.65,'d','e'
5.21,'d','e'
4.46,'d','e'
4.74,'d','e'
4.15,'d','e'
4.66,'d','e'
5.06,'d','e'
4.03,'d','e'
3.82,'d','e'
4.56,'d','e'
5.8,'d','e'
4.73,'d','e'
4.52,'d','e'
4.02,'d','e'
3.49,'d','e'
4.8,'d','e'
4.78,'d','e'
4.57,'d','e'
3.66,'d','e'
4.18,'d','e'
4.68,'d','e'
4.54,'d','e'
5.11,'d','e'
3.67,'d','e'
4.65,'d','e'
3.74,'d','e'
4.1,'d','e'
4.78,'d','e'
3.76,'d','e'
4.36,'d','e'
4.33,'d','e'
4.14,'d','e'
5.42,'d','e'
5.63,'d','e'
4.58,'d','e'
4.3,'d','e'
4.55,'d','e'
5.69,'d','e'
4.11,'d','e'
5.05,'d','e'
5.32,'d','e'
3.95,'d','e'
4.49,'d','e'
4.76,'d','e'
5,'d','e'
3.81,'d','e'
5.12,'d','e'
5.08,'d','e'
4.87,'d','e'
4.36,'d','e'
4.4,'d','e'
5.09,'d','e'
3.96,'d','e'
4.71,'d','e'
5.44,'d','e'
5.16,'d','e'
4.63,'d','e'
4.14,'d','e'
5.09,'d','e'
4.95,'d','e'
4.26,'d','e'
4.93,'d','e'
4.89,'d','e'
5.03,'d','e'
4.28,'d','e'
5.22,'d','e'
4.96,'d','e'
4.2,'d','e'
4.12,'d','e'
3.77,'d','e'
4.86,'d','e'
5.3,'d','e'
4.35,'d','e'
4.05,'d','e'
4.89,'d','e'
3.88,'d','e'
4.63,'d','e'
3.79,'d','e'
4.33,'d','e'
4.71,'d','e'
3.81,'d','e'
3.98,'d','e'
5.46,'d','e'
4.21,'d','e'
5.38,'d','e'
4.5,'d','e'
4.02,'d','e'
4.58,'d','e'
5.21,'d','e'
4.64,'d','e'
5.26,'d','e'
4.3,'d','e'
4.28,'d','e'
4.66,'d','e'
4.06,'d','e'
5.17,'d','e'
4.51,'d','e'
4.56,'d','e'
3.7,'d','e'
4.05,'d','e'
4.52,'d','e'
3.75,'d','e'
4.5,'d','e'
5.47,'d','e'
4.35,'d','e'
4.05,'d','e'
4.01,'d','e'
3.06,'d','e'
4.55,'d','e'
5.53,'d','e'
4.39,'d','e'
5.27,'d','e'
3.95,'d','e'
4.93,'d','e'
4.39,'d','e'
4.39,'d','e'
4.47,'d','e'
4.8,'d','e'
4.5,'d','e'
4.69,'d','e'
4.31,'d','e'
4.09,'d','e'
4.55,'d','e'
4.68,'d','e'
3.45,'d','e'
5,'d','e'
4.86,'d','e'
4.17,'d','e'
4,'d','e'
4.6,'d','e'
4.74,'d','e'
4.75,'d','e'
4.42,'d','e'
4.45,'d','e'
4.45,'d','e'
4.3,'d','e'
5.06,'d','e'
3.97,'d','e'
5.37,'d','e'
4.69,'d','e'
4.42,'d','e'
3.49,'d','e'
4.03,'d','e'
3.31,'d','e'
5.19,'d','e'
4.27,'d','e'
5.78,'d','e'
4.51,'d','e'
5.31,'d','e'
5.3,'d','e'
3.87,'d','e'
4.43,'d','e'
4.81,'d','e'
4.3,'d','e'
4.7,'d','e'
4.33,'d','e'
4.05,'d','e'
5.04,'d','e'
4.6,'d','e'
4.61,'d','e'
3.85,'d','e'
4.61,'d','e'
4.95,'d','e'
5.16,'d','e'
4.76,'d','e'
4.76,'d','e'
4.13,'d','e'
4.66,'d','e'
5.51,'d','e'
5.17,'d','e'
5.6,'d','e'
4.18,'d','e'
3.68,'d','e'
4.77,'d','e'
4.04,'d','e'
4.44,'d','e'
5.07,'d','e'
4.28,'d','e'
4.04,'d','e'
4.62,'d','e'
4.71,'d','e'
5.13,'d','e'
4,'d','e'
4.99,'d','e'
5.17,'d','e'
4.6,'d','e'
4.5,'d','e'
5.25,'d','e'
5.1,'d','e'
4.48,'d','e'
4.53,'d','e'
3.82,'d','e'
4.72,'d','e'
2.95,'d','e'
4.62,'d','e'
5.15,'d','e'
4.84,'d','e'
3.69,'d','e'
5.33,'d','e'
5.11,'d','e'
4.45,'d','e'
4.63,'d','e'
4.83,'d','e'
5.34,'d','e'
4.34,'d','e'
4.37,'d','e'
4.31,'d','e'
4.56,'d','e'
3.66,'d','e'
4.99,'d','e'
4.63,'d','e'
4.28,'d','e'
3.88,'d','e'
4.72,'d','e'
3.75,'d','e'
4.45,'d','e'
4.29,'d','e'
4.91,'d','e'
4.72,'d','e'
5.02,'d','e'
4.61,'d','e'
4.38,'d','e'
4.19,'d','e'
4.06,'d','e'
4.42,'d','e'
4.73,'d','e'
4.35,'d','e'
4.26,'d','e'
4.78,'d','e'
3.99,'d','e'
4.94,'d','e'
4.93,'d','e'
4.57,'d','e'
4.2,'d','e'
4.67,'d','e'
3.97,'d','e'
4.62,'d','e'
4.48,'d','e'
4.33,'d','e'
4.78,'d','e'
4.62,'d','e'
4.3,'d','e'
5.31,'d','e'
3.99,'d','e'
4.98,'d','e'
4.03,'d','e'
3.9,'d','e'
4.76,'d','e'
4.35,'d','e'
5.17,'d','e'
4.8,'d','e'
5.21,'d','e'
4.98,'d','e'
4.59,'d','e'
4.79,'d','e'
5.43,'d','e'
4.73,'d','e'
5.23,'d','e'
4.52,'d','e'
3.96,'d','e'
4.59,'d','e'
4.03,'d','e'
5.23,'d','e'
5.57,'d','e'
3.73,'d','e'
4.49,'d','e'
4.01,'d','e'
5.21,'d','e'
3.13,'d','e'
3.18,'d','e'
3.04,'d','e'
4.07,'d','e'
3.36,'d','e'
3.71,'d','e'
2.68,'d','e'
3.21,'d','e'
3.7,'d','e'
3.37,'d','e'
4.81,'d','e'
3.94,'d','e'
3.4,'d','e'
2.8,'d','e'
3.29,'d','e'
4.23,'d','e'
3.77,'d','e'
3.65,'d','e'
3.81,'d','e'
3.42,'d','e'
3.88,'d','e'
4.2,'d','e'
3.85,'d','e'
4.07,'d','e'
2.8,'d','e'
2.76,'d','e'
3.69,'d','e'
2.59,'d','e'
4.43,'d','e'
4.22,'d','e'
3.89,'d','e'
4.03,'d','e'
3.88,'d','e'
3.26,'d','e'
4.38,'d','e'
3.4,'d','e'
3.17,'d','e'
4.34,'d','e'
2.53,'d','e'
2.79,'d','e'
3.09,'d','e'
3.81,'d','e'
3.26,'d','e'
3.43,'d','e'
2.74,'d','e'
3.56,'d','e'
3.47,'d','e'
3.25,'d','e'
3.58,'d','e'
3.76,'d','e'
3.72,'d','e'
3.46,'d','e'
3.48,'d','e'
2.33,'d','e'
3.47,'d','e'
2.82,'d','e'
3.38,'d','e'
2.63,'d','e'
3.83,'d','e'
3.4,'d','e'
3.97,'d','e'
3.6,'d','e'
3.45,'d','e'
3.77,'d','e'
3.23,'d','e'
4.31,'d','e'
3.24,'d','e'
3.13,'d','e'
4.52,'d','e'
3.2,'d','e'
4.28,'d','e'
2.9,'d','e'
3.6,'d','e'
3.74,'d','e'
4.07,'d','e'
3.95,'d','e'
3.37,'d','e'
4.39,'d','e'
3.63,'d','e'
2.58,'d','e'
3.58,'d','e'
3.26,'d','e'
2.62,'d','e'
3.09,'d','e'
3.5,'d','e'
2.68,'d','e'
3.27,'d','e'
3.13,'d','e'
3.05,'d','e'
2.43,'d','e'
3.07,'d','e'
3.08,'d','e'
3.94,'d','e'
4.37,'d','e'
4.42,'d','e'
2.98,'d','e'
4.35,'d','e'
3.36,'d','e'
3.11,'d','e'
3.98,'d','e'
4.16,'d','e'
3.64,'d','e'
4.03,'d','e'
3.51,'d','e'
4.69,'d','e'
3.61,'d','e'
3.17,'d','e'
3.55,'d','e'
3.67,'d','e'
4.04,'d','e'
3.24,'d','e'
3.45,'d','e'
4.02,'d','e'
3.58,'d','e'
4.27,'d','e'
4.05,'d','e'
3.29,'d','e'
4.22,'d','e'
2.67,'d','e'
3.88,'d','e'
4.09,'d','e'
3.09,'d','e'
3.22,'d','e'
3.08,'d','e'
2.42,'d','e'
3.29,'d','e'
4.05,'d','e'
3.61,'d','e'
3.27,'d','e'
2.72,'d','e'
4.41,'d','e'
2.54,'d','e'
3.94,'d','e'
3.65,'d','e'
3.06,'d','e'
2.51,'d','e'
4.58,'d','e'
3.78,'d','e'
3.91,'d','e'
2.94,'d','e'
3.39,'d','e'
3.22,'d','e'
2.8,'d','e'
2.5,'d','e'
2.77,'d','e'
3.37,'d','e'
2.75,'d','e'
3.57,'d','e'
3.51,'d','e'
3.28,'d','e'
4.55,'d','e'
2.54,'d','e'
4.06,'d','e'
3.14,'d','e'
3.44,'d','e'
4.16,'d','e'
3.55,'d','e'
3.01,'d','e'
3,'d','e'
3.67,'d','e'
4.06,'d','e'
3.46,'d','e'
4.02,'d','e'
3.72,'d','e'
4.07,'d','e'
3.74,'d','e'
3.26,'d','e'
2.57,'d','e'
4.04,'d','e'
4,'d','e'
4.07,'d','e'
3.92,'d','e'
3.32,'d','e'
4,'d','e'
3.99,'d','e'
3.27,'d','e'
4.21,'d','e'
3.48,'d','e'
3.87,'d','e'
3.61,'d','e'
2.9,'d','e'
3.3,'d','e'
3.61,'d','e'
3.59,'d','e'
3.94,'d','e'
2.88,'d','e'
3.09,'d','e'
4.13,'d','e'
2.87,'d','e'
3.02,'d','e'
3.53,'d','e'
3.48,'d','e'
4.45,'d','e'
3.75,'d','e'
3.49,'d','e'
3.6,'d','e'
3.08,'d','e'
2.61,'d','e'
4.5,'d','e'
3.52,'d','e'
3.64,'d','e'
3.58,'d','e'
3.29,'d','e'
2.52,'d','e'
3.84,'d','e'
3.12,'d','e'
3.68,'d','e'
3.86,'d','e'
4.34,'d','e'
3.32,'d','e'
3.6,'d','e'
4.04,'d','e'
3.73,'d','e'
4.13,'d','e'
3.47,'d','e'
3.65,'d','e'
3.63,'d','e'
3.62,'d','e'
2.99,'d','e'
3.29,'d','e'
3.33,'d','e'
3.32,'d','e'
3.67,'d','e'
3.13,'d','e'
3.89,'d','e'
4.01,'d','e'
3.33,'d','e'
4.29,'d','e'
3.4,'d','e'
3.85,'d','e'
4.04,'d','e'
3.34,'d','e'
3.3,'d','e'
3.85,'d','e'
3.3,'d','e'
2.82,'d','e'
4.02,'d','e'
2.8,'d','e'
2.15,'d','e'
3,'d','e'
4.22,'d','e'
3.51,'d','e'
3.43,'d','e'
3.25,'d','e'
3.8,'d','e'
2.43,'d','e'
3.63,'d','e'
3.2,'d','e'
3.96,'d','e'
2.95,'d','e'
3.49,'d','e'
3.03,'d','e'
3.42,'d','e'
2.54,'d','e'
3.38,'d','e'
3.35,'d','e'
3.35,'d','e'
4.14,'d','e'
3,'d','e'
3.48,'d','e'
4.4,'d','e'
3.31,'d','e'
3.21,'d','e'
3.55,'d','e'
3.21,'d','e'
3.22,'d','e'
3.22,'d','e'
3.26,'d','e'
2.89,'d','e'
2.54,'d','e'
3.55,'d','e'
3.39,'d','e'
3.49,'d','e'
3.28,'d','e'
3.04,'d','e'
4.24,'d','e'
2.93,'d','e'
3.42,'d','e'
3.63,'d','e'
4.21,'d','e'
3.44,'d','e'
3.1,'d','e'
3.48,'d','e'
3.3,'d','e'
3.31,'d','e'
2.71,'d','e'
3.76,'d','e'
2.78,'d','e'
2.63,'d','e'
3.63,'d','e'
4.24,'d','e'
3.73,'d','e'
3.94,'d','e'
3.89,'d','e'
3,'d','e'
3.88,'d','e'
3.14,'d','e'
3.56,'d','e'
3.41,'d','e'
3.03,'d','e'
3.08,'d','e'
2.89,'d','e'
3.44,'d','e'
2.46,'d','e'
4.23,'d','e'
4.08,'d','e'
3.05,'d','e'
4.2,'d','e'
2.89,'d','e'
3.22,'d','e'
3.96,'d','e'
4.1,'d','e'
3.89,'d','e'
2.86,'d','e'
3.92,'d','e'
3.29,'d','e'
3.84,'d','e'
4.39,'d','e'
3.5,'d','e'
3.51,'d','e'
2.69,'d','e'
3.35,'d','e'
3.68,'d','e'
3.27,'d','e'
3.86,'d','e'
3.65,'d','e'
2.87,'d','e'
3.54,'d','e'
3.48,'d','e'
3.84,'d','e'
2.8,'d','e'
4.29,'d','e'
3.77,'d','e'
3.74,'d','e'
3.17,'d','e'
4.65,'d','e'
3.57,'d','e'
3.66,'d','e'
3.72,'d','e'
2.65,'d','e'
4.08,'d','e'
3.58,'d','e'
3.55,'d','e'
3.82,'d','e'
3.92,'d','e'
3.6,'d','e'
3.37,'d','e'
3.38,'d','e'
4.07,'d','e'
4.41,'d','e'
2.54,'d','e'
3.93,'d','e'
3.24,'d','e'
1.42,'g','p'
1.44,'g','p'
1.12,'g','p'
1.86,'g','p'
1.78,'g','p'
1.32,'g','p'
1.31,'g','p'
1.34,'g','p'
1.55,'g','p'
1.59,'g','p'
1.82,'g','p'
1.82,'g','p'
1.76,'g','p'
1.47,'g','p'
1.25,'g','p'
1.54,'g','p'
1.78,'g','p'
1.66,'g','p'
1.52,'g','p'
1.42,'g','p'
1.21,'g','p'
1.42,'g','p'
1.56,'g','p'
1.62,'g','p'
1.43,'g','p'
1.45,'g','p'
1.38,'g','p'
1.56,'g','p'
1.42,'g','p'
1.33,'g','p'
1.43,'g','p'
1.34,'g','p'
1.32,'g','p'
1.53,'g','p'
1.66,'g','p'
1.53,'g','p'
1.39,'g','p'
1.47,'g','p'
1.4,'g','p'
1.71,'g','p'
1.49,'g','p'
1.65,'g','p'
1.57,'g','p'
1.37,'g','p'
1.36,'g','p'
1.71,'g','p'
1.74,'g','p'
1.76,'g','p'
1.41,'g','p'
1.37,'g','p'
1.63,'g','p'
1.68,'g','p'
1.66,'g','p'
1.75,'g','p'
1.19,'g','p'
1.48,'g','p'
1.4,'g','p'
1.92,'g','p'
1.65,'g','p'
1.27,'g','p'
1.57,'g','p'
1.39,'g','p'
1.54,'g','p'
1.51,'g','p'
1.66,'g','p'
1.6,'g','p'
1.51,'g','p'
1.85,'g','p'
1.44,'g','p'
1.46,'g','p'
1.49,'g','p'
1.56,'g','p'
1.57,'g','p'
1.42,'g','p'
1.35,'g','p'
1.79,'g','p'
1.35,'g','p'
1.48,'g','p'
1.24,'g','p'
1.5,'g','p'
1.57,'g','p'
1.61,'g','p'
1.63,'g','p'
1.66,'g','p'
1.58,'g','p'
1.4,'g','p'
1.8,'g','p'
1.69,'g','p'
1.66,'g','p'
1.51,'g','p'
1.42,'g','p'
1.72,'g','p'
1.76,'g','p'
1.69,'g','p'
1.47,'g','p'
1.49,'g','p'
1.15,'g','p'
1.5,'g','p'
1.49,'g','p'
1.72,'g','p'
1.75,'g','p'
1.54,'g','p'
1.34,'g','p'
1.61,'g','p'
1.5,'g','p'
1.45,'g','p'
1.8,'g','p'
1.4,'g','p'
1.27,'g','p'
1.56,'g','p'
1.69,'g','p'
1.47,'g','p'
1.47,'g','p'
1.86,'g','p'
1.31,'g','p'
1.49,'g','p'
1.44,'g','p'
1.61,'g','p'
1.18,'g','p'
1.29,'g','p'
1.58,'g','p'
1.25,'g','p'
1.39,'g','p'
1.54,'g','p'
1.17,'g','p'
1.66,'g','p'
1.67,'g','p'
1.57,'g','p'
1.91,'g','p'
1.49,'g','p'
1.58,'g','p'
1.4,'g','p'
1.54,'g','p'
1.33,'g','p'
1.85,'g','p'
1.53,'g','p'
1.54,'g','p'
1.75,'g','p'
1.61,'g','p'
1.41,'g','p'
1.41,'g','p'
1.82,'g','p'
1.51,'g','p'
1.39,'g','p'
1.36,'g','p'
1.38,'g','p'
1.51,'g','p'
1.67,'g','p'
1.65,'g','p'
1.41,'g','p'
1.55,'g','p'
1.79,'g','p'
1.49,'g','p'
1.67,'g','p'
1.45,'g','p'
1.39,'g','p'
1.39,'g','p'
1.58,'g','p'
1.68,'g','p'
1.68,'g','p'
1.72,'g','p'
1.37,'g','p'
1.69,'g','p'
1.49,'g','p'
1.67,'g','p'
1.41,'g','p'
1.29,'g','p'
1.28,'g','p'
1.38,'g','p'
1.62,'g','p'
1.45,'g','p'
1.73,'g','p'
1.59,'g','p'
1.4,'g','p'
1.25,'g','p'
1.43,'g','p'
1.49,'g','p'
1.45,'g','p'
1.43,'g','p'
1.37,'g','p'
1.53,'g','p'
1.62,'g','p'
1.52,'g','p'
1.52,'g','p'
1.58,'g','p'
1.5,'g','p'
1.6,'g','p'
1.32,'g','p'
1.59,'g','p'
1.32,'g','p'
1.7,'g','p'
1.62,'g','p'
1.57,'g','p'
1.28,'g','p'
1.54,'g','p'
1.49,'g','p'
1.58,'g','p'
1.35,'g','p'
1.42,'g','p'
1.24,'g','p'
1.51,'g','p'
1.47,'g','p'
1.43,'g','p'
1.31,'g','p'
1.65,'g','p'
1.65,'g','p'
1.59,'g','p'
1.57,'g','p'
1.65,'g','p'
1.05,'g','p'
1.78,'g','p'
1.35,'g','p'
1.36,'g','p'
1.62,'g','p'
1.49,'g','p'
1.49,'g','p'
1.65,'g','p'
1.47,'g','p'
1.64,'g','p'
1.81,'g','p'
1.9,'g','p'
1.45,'g','p'
1.56,'g','p'
1.14,'g','p'
1.32,'g','p'
1.48,'g','p'
1.46,'g','p'
1.39,'g','p'
1.15,'g','p'
1.82,'g','p'
1.51,'g','p'
1.44,'g','p'
1.27,'g','p'
1.5,'g','p'
1.51,'g','p'
1.79,'g','p'
1.65,'g','p'
1.61,'g','p'
1.34,'g','p'
1.4,'g','p'
1.58,'g','p'
1.66,'g','p'
1.18,'g','p'
1.52,'g','p'
1.34,'g','p'
1.54,'g','p'
1.41,'g','p'
1.38,'g','p'
1.59,'g','p'
1.44,'g','p'
1.43,'g','p'
1.62,'g','p'
1.33,'g','p'
1.46,'g','p'
1.75,'g','p'
1.26,'g','p'
1.41,'g','p'
1.59,'g','p'
1.21,'g','p'
1.69,'g','p'
1.51,'g','p'
1.47,'g','p'
1.28,'g','p'
1.35,'g','p'
1.48,'g','p'
1.31,'g','p'
1.55,'g','p'
1.14,'g','p'
1.48,'g','p'
1.49,'g','p'
1.33,'g','p'
1.8,'g','p'
1.63,'g','p'
1.79,'g','p'
1.57,'g','p'
1.64,'g','p'
1.58,'g','p'
1.53,'g','p'
1.27,'g','p'
1.69,'g','p'
1.33,'g','p'
1.43,'g','p'
1.55,'g','p'
1.59,'g','p'
1.6,'g','p'
1.37,'g','p'
1.52,'g','p'
1.27,'g','p'
1.57,'g','p'
1.35,'g','p'
1.53,'g','p'
1.7,'g','p'
1.44,'g','p'
1.51,'g','p'
1.45,'g','p'
1.48,'g','p'
1.91,'g','p'
1.44,'g','p'
1.56,'g','p'
1.36,'g','p'
1.53,'g','p'
1.45,'g','p'
1.66,'g','p'
1.29,'g','p'
1.99,'g','p'
1.3,'g','p'
1.56,'g','p'
1.59,'g','p'
1.29,'g','p'
1.63,'g','p'
1.87,'g','p'
1.33,'g','p'
1.53,'g','p'
1.76,'g','p'
1.36,'g','p'
1.82,'g','p'
1.68,'g','p'
1.56,'g','p'
1.59,'g','p'
1.4,'g','p'
1.3,'g','p'
1.32,'g','p'
1.47,'g','p'
1.41,'g','p'
1.64,'g','p'
1.63,'g','p'
1.53,'g','p'
1.37,'g','p'
1.71,'g','p'
1.61,'g','p'
1.39,'g','p'
1.29,'g','p'
1.31,'g','p'
1.44,'g','p'
1.74,'g','p'
1.61,'g','p'
1.4,'g','p'
1.22,'g','p'
1.48,'g','p'
1.47,'g','p'
1.62,'g','p'
1.67,'g','p'
1.76,'g','p'
1.4,'g','p'
1.17,'g','p'
1.88,'g','p'
1.59,'g','p'
1.55,'g','p'
1.78,'g','p'
1.52,'g','p'
1.78,'g','p'
1.57,'g','p'
1.73,'g','p'
2.81,'g','p'
3.33,'g','p'
3.51,'g','p'
2.93,'g','p'
2.9,'g','p'
2.94,'g','p'
2.49,'g','p'
3.11,'g','p'
3.09,'g','p'
2.56,'g','p'
3.71,'g','p'
2.86,'g','p'
3.59,'g','p'
3.39,'g','p'
3.79,'g','p'
2.51,'g','p'
3.47,'g','p'
3.12,'g','p'
2.97,'g','p'
2.99,'g','p'
2.83,'g','p'
2.91,'g','p'
3.45,'g','p'
3,'g','p'
3.02,'g','p'
3.14,'g','p'
3.42,'g','p'
3.05,'g','p'
3.35,'g','p'
2.74,'g','p'
3.06,'g','p'
2.68,'g','p'
3.17,'g','p'
2.96,'g','p'
3.45,'g','p'
2.66,'g','p'
2.96,'g','p'
3.31,'g','p'
3.33,'g','p'
2.96,'g','p'
2.3,'g','p'
3.19,'g','p'
3.01,'g','p'
2.97,'g','p'
2.59,'g','p'
3.15,'g','p'
2.98,'g','p'
2.89,'g','p'
3.24,'g','p'
2.78,'g','p'
2.51,'g','p'
3.5,'g','p'
3.51,'g','p'
2.95,'g','p'
3.23,'g','p'
3.6,'g','p'
2.82,'g','p'
3.25,'g','p'
2.85,'g','p'
3.27,'g','p'
3.05,'g','p'
3.06,'g','p'
3.13,'g','p'
3.24,'g','p'
3.12,'g','p'
2.61,'g','p'
3.1,'g','p'
2.81,'g','p'
2.44,'g','p'
3.23,'g','p'
3.11,'g','p'
2.92,'g','p'
3.18,'g','p'
3,'g','p'
2.98,'g','p'
2.97,'g','p'
3.02,'g','p'
3.11,'g','p'
3,'g','p'
2.78,'g','p'
2.5,'g','p'
3.16,'g','p'
2.9,'g','p'
3.63,'g','p'
3.32,'g','p'
2.96,'g','p'
2.74,'g','p'
3.13,'g','p'
3.31,'g','p'
3.12,'g','p'
2.87,'g','p'
2.28,'g','p'
3.54,'g','p'
3.29,'g','p'
3.27,'g','p'
3.25,'g','p'
2.41,'g','p'
3.29,'g','p'
2.98,'g','p'
3.3,'g','p'
2.92,'g','p'
3.01,'g','p'
2.21,'g','p'
2.84,'g','p'
2.95,'g','p'
3.67,'g','p'
2.82,'g','p'
3.41,'g','p'
3.56,'g','p'
2.43,'g','p'
2.26,'g','p'
3.2,'g','p'
3.2,'g','p'
3.5,'g','p'
3.05,'g','p'
2.87,'g','p'
2.91,'g','p'
2.84,'g','p'
4.03,'g','p'
3.52,'g','p'
2.99,'g','p'
3.62,'g','p'
3.21,'g','p'
3.11,'g','p'
2.89,'g','p'
3.12,'g','p'
2.94,'g','p'
2.79,'g','p'
2.82,'g','p'
3.03,'g','p'
3.08,'g','p'
2.14,'g','p'
3.03,'g','p'
2.74,'g','p'
2.67,'g','p'
2.76,'g','p'
3.13,'g','p'
3.44,'g','p'
2.91,'g','p'
3.28,'g','p'
3.27,'g','p'
2.75,'g','p'
2.87,'g','p'
3.05,'g','p'
2.49,'g','p'
2.72,'g','p'
3.7,'g','p'
2.92,'g','p'
3.07,'g','p'
3.11,'g','p'
3.33,'g','p'
2.96,'g','p'
3.08,'g','p'
3.81,'g','p'
2.83,'g','p'
2.83,'g','p'
3.08,'g','p'
2.96,'g','p'
3.27,'g','p'
2.45,'g','p'
2.99,'g','p'
2.72,'g','p'
3.1,'g','p'
2.9,'g','p'
3.01,'g','p'
3.09,'g','p'
3.21,'g','p'
3.62,'g','p'
3.56,'g','p'
2.55,'g','p'
3.32,'g','p'
3.27,'g','p'
3.16,'g','p'
3.12,'g','p'
3.64,'g','p'
3.32,'g','p'
3.03,'g','p'
2.79,'g','p'
3.22,'g','p'
2.83,'g','p'
2.91,'g','p'
2.6,'g','p'
2.07,'g','p'
2.87,'g','p'
2.67,'g','p'
2.69,'g','p'
3.08,'g','p'
3.38,'g','p'
3.15,'g','p'
2.94,'g','p'
2.91,'g','p'
2.35,'g','p'
3.18,'g','p'
3.09,'g','p'
3.6,'g','p'
3.07,'g','p'
2.69,'g','p'
2.64,'g','p'
3.23,'g','p'
3.53,'g','p'
2.54,'g','p'
3.21,'g','p'
2.97,'g','p'
2.54,'g','p'
3.87,'g','p'
3.07,'g','p'
3.22,'g','p'
3.09,'g','p'
2.76,'g','p'
2.54,'g','p'
3.47,'g','p'
3.27,'g','p'
2.65,'g','p'
3.06,'g','p'
2.48,'g','p'
3.41,'g','p'
2.95,'g','p'
2.92,'g','p'
2.65,'g','p'
2.61,'g','p'
3.03,'g','p'
3.28,'g','p'
3.55,'g','p'
3.09,'g','p'
2.69,'g','p'
2.47,'g','p'
2.74,'g','p'
2.78,'g','p'
3.6,'g','p'
2.57,'g','p'
2.45,'g','p'
2.95,'g','p'
3.35,'g','p'
2.66,'g','p'
2.71,'g','p'
3.21,'g','p'
3.41,'g','p'
2.97,'g','p'
3.95,'g','p'
2.82,'g','p'
2.81,'g','p'
2.51,'g','p'
2.29,'g','p'
3.35,'g','p'
2.57,'g','p'
2.77,'g','p'
2.74,'g','p'
3.1,'g','p'
3.42,'g','p'
3.32,'g','p'
2.6,'g','p'
3.04,'g','p'
3.46,'g','p'
3.05,'g','p'
2.97,'g','p'
2.5,'g','p'
2.76,'g','p'
3.25,'g','p'
2.58,'g','p'
2.74,'g','p'
3.35,'g','p'
3.07,'g','p'
2.48,'g','p'
3.36,'g','p'
3.1,'g','p'
3.66,'g','p'
3.01,'g','p'
3.05,'g','p'
2.99,'g','p'
3.38,'g','p'
3.1,'g','p'
2.84,'g','p'
2.94,'g','p'
3.23,'g','p'
3.27,'g','p'
3.16,'g','p'
3.02,'g','p'
3.59,'g','p'
3.3,'g','p'
2.58,'g','p'
2.64,'g','p'
2.69,'g','p'
3.17,'g','p'
2.88,'g','p'
2.78,'g','p'
2.86,'g','p'
